"id" "X" "Y" "Z"
1 0.630666855465162 4.31358745463916 5.94182811108903
1 0.621934636109265 4.3822485338167 5.9273572938593
1 0.562833144586992 4.38291254497341 5.96617188891099
1 0.571565363942889 4.31425146579587 5.98064270614072
1 0.630666855465162 4.31358745463916 5.94182811108903
2 2.71330695489157 5.77844197411497 5.92677671536624
2 2.7083960344272 5.78125210281296 5.91925140382081
2 2.54397430461391 5.71965504781338 5.91828909039432
2 2.5459609648297 5.68873800373458 5.96934508445209
2 2.68455120766355 5.69932180055112 6.03679820853549
2 2.71330695489157 5.77844197411497 5.92677671536624
3 2.85210290630288 5.77805220090721 6.02771387171817
3 2.87444530320959 5.70850422537152 6.05331553517152
3 2.94607490103231 5.68721556229348 6.03476143804078
3 3.00117710797787 5.68788321682969 6.0119838328043
3 2.97342960057357 5.83051982154084 5.95211486258422
3 2.96189292653857 5.8551616199859 5.94451854343465
3 2.91683683492524 5.85362851995539 5.96363595225161
3 2.86823040775973 5.82770526007871 5.99636942567547
3 2.86112801286105 5.81916620280245 6.00352312597858
3 2.85645341911456 5.8100745696235 6.00996364202578
3 2.85210290630288 5.77805220090721 6.02771387171817
4 3.13290056767984 5.38739709099762 6.03839709100628
4 3.08438363829465 5.39954302903358 6.02151742873109
4 3.12803102409336 5.38527058020516 6.06766253204048
5 6.16334119095418 4.41544436443887 6.05858913168365
5 6.15415434605924 4.47958681770094 6.08689721481197
5 6.0841588091017 4.46955563533761 6.08691086831632
5 6.09334565399663 4.40541318207554 6.058602785188
5 6.16334119095418 4.41544436443887 6.05858913168365
6 6.18002586277846 4.55399418925352 6.03960225300269
6 6.17925304864214 4.60834291454171 6.08483077075267
6 6.11647413727649 4.58700581150644 6.10939774699731
6 6.1172469514128 4.53265708621825 6.06416922924733
6 6.18002586277846 4.55399418925352 6.03960225300269
7 6.3335349522578 4.22264895536821 5.92302952871449
7 6.3158481877964 4.21554146541977 5.93834143746734
7 6.32598984491397 4.24531998419745 5.95808342481261
7 6.34700523951734 4.25336397842553 5.93944472320503
7 6.34863501789407 4.24710455376216 5.93036113057959
7 6.3335349522578 4.22264895536821 5.92302952871449
8 7.21818000959459 6.20226614769749 5.9329482729549
8 7.20130008714289 6.20580535551834 5.92271149252004
8 7.19578691549974 6.18532179197535 5.9414791407492
8 7.20973141224536 6.17796177125011 5.95446870266529
8 7.21818000959459 6.20226614769749 5.9329482729549
9 0.633570226601348 5.16545168931857 5.74944081639175
9 0.573378198915451 5.2007434481224 5.76090430467379
9 0.557929773414019 5.15704831045791 5.81430918360828
9 0.618121801099915 5.12175655165408 5.80284569532624
9 0.633570226601348 5.16545168931857 5.74944081639175
10 2.53872435019326 5.57881223403285 5.84513256559532
10 2.54015893635082 5.57622988173715 5.84492712978411
10 2.57917384076539 5.54549223208429 5.8417032872248
10 2.63410765070698 5.54173021848051 5.83952874550865
10 2.67910693829886 5.54432671203479 5.83808723865278
10 2.69045022484608 5.54549425961576 5.83775456748184
10 2.69854971477733 5.5483500502666 5.83763803203409
10 2.70232647290902 5.55099965437814 5.8376625583158
10 2.70380677600575 5.56377588992861 5.83837455210613
10 2.70229050607944 5.68604330316412 5.84574479430728
10 2.70136425806676 5.69639219615309 5.84639693761955
10 2.69748000564409 5.70334334505048 5.84695073130651
10 2.68698686892696 5.70857955201885 5.8476364315858
10 2.63104322895154 5.70660196441479 5.84950335340934
10 2.53872435019326 5.57881223403285 5.84513256559532
11 2.60055755965879 5.74923568868287 5.77165001490495
11 2.70314731260026 5.74232266182858 5.76729918035693
11 2.70525237718784 5.74075256492315 5.7828451097075
11 2.70967329273485 5.73503118447573 5.84202912637102
11 2.70868632359284 5.73396232905314 5.85449994610261
11 2.70417512788101 5.73183854866236 5.88126836153306
11 2.66889501587891 5.73040784909699 5.9244518762049
11 2.6383842928184 5.7317875184575 5.93314938812228
11 2.62263965480051 5.73284416862061 5.93386424368521
11 2.5506380072379 5.73806139977304 5.93291787816449
11 2.60055755965879 5.74923568868287 5.77165001490495
12 2.76919077336959 5.78138541480474 5.9373838972129
12 2.74394899726306 5.75405101516882 5.93169955605359
12 2.72236063426242 5.73367476971317 5.90778828968812
12 2.71353530523568 5.72606311938169 5.89345592097518
12 2.688234815333 5.70560421906547 5.84372330945591
12 2.68942244849062 5.71711395219588 5.77911205808204
12 2.78849294876938 5.82834035900662 5.77640248131074
12 2.80655216607905 5.84657519982302 5.7888557847057
12 2.82711715967925 5.86305441577055 5.83023429758138
12 2.82523700955837 5.85916663238793 5.84156208723105
12 2.78903334559577 5.80474428654517 5.92997726865113
12 2.78378446154793 5.79820533859976 5.93422048688098
12 2.76919077336959 5.78138541480474 5.9373838972129
13 2.70277067659727 6.00690821836474 5.8144284929458
13 2.73332851377346 5.85877966354636 5.78746735504946
13 2.7441617325771 5.85492305689049 5.78933459154196
13 2.7976511319133 5.84283103497601 5.80018611665341
13 2.84390666118282 5.84734052926429 5.8130843538687
13 2.85495419423467 5.85839670380183 5.81850816691639
13 2.8574685369943 5.87089766693471 5.8220871205957
13 2.8581037791517 5.95367473210517 5.84168688293274
13 2.83207508824448 5.97082656970837 5.83905218414123
13 2.70277067659727 6.00690821836474 5.8144284929458
14 2.87499039416569 6.02006758931451 5.78165646128368
14 2.87377880963459 6.006829850587 5.84485803015964
14 2.87604417185784 5.99168755735252 5.9210813330519
14 2.89221553378411 5.99429357470267 5.92578291722463
14 2.9934915652899 6.01573268310711 5.93028604421079
14 3.00280232146597 6.01841089811808 5.9272538636345
14 3.0115549691748 6.05542933322316 5.75628717569271
14 2.87499039416569 6.02006758931451 5.78165646128368
15 3.50008027857987 6.48712292009466 5.77099261156186
15 3.50549378745368 6.45707714794167 5.79231230595023
15 3.50732050557702 6.44446475613265 5.80274163318213
15 3.5073610640164 6.43981279326728 5.80869078805903
15 3.48995788174921 6.44194128865037 5.86368955077527
15 3.44346853835 6.53546971336263 5.89572832773955
15 3.444026917687 6.54990502187284 5.87499594840821
15 3.45048009178181 6.57177261813638 5.82497163622455
15 3.45286808774073 6.57606629979323 5.81142770426069
15 3.463357324476 6.57579466641008 5.7769563678483
15 3.46925248585949 6.56551484426298 5.77082704193528
15 3.47174433462414 6.55974575644272 5.7700983441567
15 3.50008027857987 6.48712292009466 5.77099261156186
16 6.11654991786583 6.06378855928472 5.93143257481514
16 6.09408589326602 6.03999738709792 5.93226815957405
16 6.02847109185936 5.98481859360408 5.90898826994549
16 6.0249167832839 5.9841448883684 5.90356646319773
16 6.01764280450898 5.99024101539979 5.87903768904948
16 6.00852999099504 6.01391156749173 5.8194950203986
16 6.01303966980913 6.04360445122236 5.7745499794168
16 6.01859076299007 6.05135769510935 5.77097542373465
16 6.02888637482122 6.06315495943664 5.76898695606636
16 6.09648062700035 6.12995186095211 5.77508199223133
16 6.12072523124272 6.15079893595834 5.78285981250038
16 6.13396289447243 6.16218365160995 5.78710272996858
16 6.13738949316238 6.15633867583917 5.80400077669386
16 6.13449430000679 6.08655973096699 5.92399614367349
16 6.12585008126618 6.07464145949445 5.92928364638269
16 6.11654991786583 6.06378855928472 5.93143257481514
17 6.94771748527813 6.1634795632382 5.87234213205618
17 6.88700549058251 6.19896680256541 5.86494554196263
17 6.8507825147554 6.13902043698532 5.87465786794389
17 6.91149450945102 6.10353319765811 5.88205445803744
